"	Warning... ",,,,,,
"	   Date Selected:                 20180201:2400",,,,,,
"	   First Entry In Datebase:       20180215:2400",,,,,,
"	   ...Resetting Date Selected To: 20180215:2400",,,,,,
hancock,,,,,,
daily summary,,,,,,
,,,,,,
date,atmp_max,atmp_min,pcpn,relh_max,relh_min,rpet
6/20/2019,24,12.4,0,89.8,40.7,3.733
6/21/2019,23.3,13.3,0,84.6,38.8,3.669
6/22/2019,25.7,11.1,0,83.5,39.6,4.958
6/23/2019,23.7,16.9,2.54,96.4,59.2,2.084
6/24/2019,21.5,15.9,5.33,99.4,78.7,1.169
6/25/2019,27.8,12.7,0,96.8,36.6,4.663
6/26/2019,28.3,12.7,0,96.3,31.2,4.636
6/27/2019,29.8,13.8,19.56,97.8,45.7,3.604
6/28/2019,29,17.3,15.49,98.2,53.9,3.515
6/29/2019,31.6,17.7,0,99.2,40,5.266
6/30/2019,23.6,17.1,18.54,99.2,78.7,1.02
7/1/2019,28.9,16.4,12.7,99.9,56.4,2.966
7/2/2019,26.6,18.1,25.91,99.2,73.7,2.212
7/3/2019,30.4,16,0,99.6,42.1,4.963
7/4/2019,30.5,19.2,14.73,97.9,61.8,3.975
7/5/2019,29.4,20.7,0,96.9,56.5,4.034
7/6/2019,25.6,17,1.02,98,48.5,3.197
7/7/2019,26.4,12.9,0,93,37.8,4.67
7/8/2019,29.1,12.5,0,97.2,39.8,5.08
7/9/2019,28.9,15.3,0,87,52,4.659
7/10/2019,29.8,17.3,0,98.2,34.4,5.304
7/11/2019,26.6,13.2,0,98.9,33.2,5.242
7/12/2019,30,10.5,0,97.6,46.1,4.907
7/13/2019,28.7,17.2,0,98.8,40.5,4.295
7/14/2019,30.3,16.8,0,93.4,46.8,4.139
7/15/2019,30.8,21.1,3.3,93.8,53.5,3.814
7/16/2019,,,,,,
7/17/2019,31.3,19.9,0,99,56.1,3.934
7/18/2019,28.7,20.3,5.08,97.4,74.2,2.406
7/19/2019,32.9,21.1,42.42,98,58.4,4.773
7/20/2019,28.6,17.3,30.73,97.9,67.4,1.23
7/21/2019,27.3,13.3,0,99,38.3,4.603
7/22/2019,25.1,14.2,0,94.1,37.2,4.762
7/23/2019,26.6,13.4,0,96.8,44.2,4.343
7/24/2019,28.5,12.6,0,99.1,39.1,4.737
7/25/2019,28.6,15.3,0,98.2,44.8,4.606
7/26/2019,25.6,18.8,0.25,93.5,62.7,2.31
7/27/2019,30.3,17.5,0,91.9,41.5,4.921
7/28/2019,29.3,15.4,7.11,98.2,50.5,3.548
7/29/2019,26.8,16.4,7.37,97.4,48.9,4.34
7/30/2019,23.4,11.9,0,95.8,47.4,3.956
7/31/2019,25.9,9.8,0,98,38.2,4.618
8/1/2019,27.9,11.1,0,94.5,42.2,4.594
8/2/2019,29.4,13.6,0,92.8,44.3,4.115
8/3/2019,30.7,17.9,2.79,97.3,45,4.78
8/4/2019,29.4,15.1,0,99.4,53.4,3.92
8/5/2019,29.8,17,24.64,98.7,54.5,2.723
8/6/2019,27.5,16.4,0,98.8,39.4,4.087
8/7/2019,29.5,15.8,8.64,98.6,50.4,3.771
8/8/2019,24.4,12.3,0.25,99.2,40.3,4.37
8/9/2019,25.4,10.1,0,98.5,40.2,4.356
8/10/2019,25.2,13.6,7.11,97.7,47.7,3.126
8/11/2019,23.7,16.5,3.3,98.3,76,1.522
8/12/2019,26.9,15.8,0,99.6,59.3,3.007
8/13/2019,23.6,16.6,0.51,96.5,72,1.76
8/14/2019,22.6,13.6,9.4,98,61.1,2.549
8/15/2019,24.9,10.1,0,97.6,44.9,4.043
8/16/2019,23.9,15.2,6.86,96.7,58.7,2.157
8/17/2019,27.3,13.3,0,99.2,49.3,3.7
8/18/2019,25,14.5,1.02,99.1,58.6,2.597
8/19/2019,26.3,10.5,0,99.1,38.8,4.187
8/20/2019,28,12.1,0,98.5,61.6,3.076
8/21/2019,24.8,11.9,0,99.6,41.4,3.672
8/22/2019,22.5,8.8,0,97.9,51.9,2.111
8/23/2019,23.3,11.4,0,99.1,43.8,3.716
8/24/2019,23.7,8.8,0,98.8,47.3,3.534
8/25/2019,23.3,11.1,0,95.7,51.4,2.677
8/26/2019,19.3,16,2.03,98.7,75.8,0.964
8/27/2019,24.3,13.8,2.79,98.6,39.9,3.417
8/28/2019,20.8,12.1,0,85.1,46.8,2.729
8/29/2019,26.6,9.1,0,95.5,34.7,3.828
8/30/2019,22.3,7,0,98.3,33.5,3.787
8/31/2019,21,6.8,0,98.2,48.4,2.12
9/1/2019,25.1,7.9,0,97.8,44.9,3.281
9/2/2019,26.2,14.6,0,96.4,53,2.841
9/3/2019,26.7,15.3,9.65,98.5,38.7,2.984
,,,,,,
Variable Ids:,,,,,,
  atmp_max:      Max Air Temperature [1.5m] (C),,,,,,
  atmp_min:      Min Air Temperature [1.5m] (C),,,,,,
  pcpn:          Precipitation (mm),,,,,,
  relh_max:      Max Relative Humidity [1.5m] (%),,,,,,
  relh_min:      Min Relative Humidity [1.5m] (%),,,,,,
  rpet:          Reference Potential Evapotranspiration (mm/day),,,,,,
,,,,,,
,,,,,,
=========================================================================,,,,,,
Data provided by the Michigan Automated Weather Network (MAWN) ,,,,,,
and Enviro-weather Program.,,,,,,
,,,,,,
Please direct bug reports, comments, and suggestions to the following,,,,
email address: eweather@msu.edu,,,,,,
