DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Collector (Labslip),Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
410,DNR_STORET,ALKALINITY TOTAL CACO3,127,MG/L,,,09/06/2018 16:13,09/13/2018 11:13,,0 to 6 Feet,113133790,405789001,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B",,,2.55,,2.55,,703057,162004087,106900,PLS090618,PLS090618,CSLS,PLEASANT LAKE DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,09/07/2018,10/09/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
918,DNR_STORET,CALCIUM TOTAL RECOVERABLE,27.1,MG/L,,,09/06/2018 16:13,09/11/2018 12:25,,0 to 6 Feet,113133790,405789001,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.1,,0.3,,703057,162004087,106900,PLS090618,PLS090618,CSLS,PLEASANT LAKE DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,09/07/2018,10/09/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
921,DNR_STORET,MAGNESIUM TOTAL RECOVERABLE,18.4,MG/L,,,09/06/2018 16:13,09/11/2018 12:25,,0 to 6 Feet,113133790,405789001,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.1,,0.3,,703057,162004087,106900,PLS090618,PLS090618,CSLS,PLEASANT LAKE DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,09/07/2018,10/09/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
899,DNR_STORET,HARDNESS TOTAL RECOVERABLE CALCULATION,144,MG/L,,,09/06/2018 16:13,09/11/2018 12:25,,0 to 6 Feet,113133790,405789001,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.66,,2,,703057,162004087,106900,PLS090618,PLS090618,CSLS,PLEASANT LAKE DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,09/07/2018,10/09/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
665,DNR_STORET,PHOSPHORUS TOTAL,0.0144,MG/L,,,09/06/2018 16:13,09/25/2018 12:18,,0 to 6 Feet,113133790,405789001,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 365.1,,,0.005,,0.016,,703057,162004087,106900,PLS090618,PLS090618,CSLS,PLEASANT LAKE DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,43.98528,-89.55251,43.98528,-89.55251,09/07/2018,10/09/2018,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,Mecan River,Waushara,Upper Fox,WQ030
665,DNR_STORET,PHOSPHORUS TOTAL,0.0145,MG/L,,,09/06/2018 11:15,09/25/2018 12:20,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 365.1,,,0.005,,0.016,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
918,DNR_STORET,CALCIUM TOTAL RECOVERABLE,32.2,MG/L,,,09/06/2018 11:15,09/11/2018 12:28,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.1,,0.3,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
921,DNR_STORET,MAGNESIUM TOTAL RECOVERABLE,15.7,MG/L,,,09/06/2018 11:15,09/11/2018 12:28,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.1,,0.3,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
899,DNR_STORET,HARDNESS TOTAL RECOVERABLE CALCULATION,145,MG/L,,,09/06/2018 11:15,09/11/2018 12:28,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.66,,2,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
95,DNR_STORET,"CONDUCTIVITY, UMHOS/CM @ 25C",299,uS/cm,,,09/06/2018 11:15,09/13/2018 11:20,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B",,,10,,10,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
403,DNR_STORET,PH LAB,7.92,SU,,,09/06/2018 11:15,09/13/2018 11:20,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B",,,,,,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
410,DNR_STORET,ALKALINITY TOTAL CACO3,137,MG/L,,,09/06/2018 11:15,09/13/2018 11:20,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B",,,2.55,,2.55,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
99717,DNR_STORET,"CHLOROPHYLL A, FLUORESCENCE (WELSCHMAYER 1994)",1.14,ug/L,,,09/06/2018 11:15,10/04/2018 0:00,,0 to 1.5 Meters,113133790,405789002,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 445,,,1.04,,3.48,,10050786,162004120,1012500,PFL090618,PFL090618,CSLS,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,44.20713,-89.47346,44.20713,-89.47346,09/07/2018,10/09/2018,10050786,Plainfield Lake - Deep Hole,1012500,Plainfield Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
918,DNR_STORET,CALCIUM TOTAL RECOVERABLE,10.2,MG/L,,,09/06/2018 12:37,09/11/2018 12:35,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.1,,0.3,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
921,DNR_STORET,MAGNESIUM TOTAL RECOVERABLE,5.22,MG/L,,,09/06/2018 12:37,09/11/2018 12:35,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.1,,0.3,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
899,DNR_STORET,HARDNESS TOTAL RECOVERABLE CALCULATION,47,MG/L,,,09/06/2018 12:37,09/11/2018 12:35,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 200.7,,,0.66,,2,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
95,DNR_STORET,"CONDUCTIVITY, UMHOS/CM @ 25C",96,uS/cm,,,09/06/2018 12:37,09/13/2018 12:02,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B",,,10,,10,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
403,DNR_STORET,PH LAB,7.49,SU,,,09/06/2018 12:37,09/13/2018 12:02,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B",,,,,,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
410,DNR_STORET,ALKALINITY TOTAL CACO3,45.9,MG/L,,,09/06/2018 12:37,09/13/2018 12:02,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR","SM2510B,EPA150.1,SM2320B",,,2.55,,2.55,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
99717,DNR_STORET,"CHLOROPHYLL A, FLUORESCENCE (WELSCHMAYER 1994)",7.47,ug/L,,,09/06/2018 12:37,10/04/2018 0:00,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 445,,,1.04,,3.48,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
665,DNR_STORET,PHOSPHORUS TOTAL,0.0517,MG/L,,,09/06/2018 12:37,09/25/2018 12:29,,0 to 1.5 Meters,113133790,405789005,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",EPA 365.1,,,0.005,,0.016,,703032,162004128,1000800,LL090618,LL090618,CSLS,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,44.20666,-89.45473,44.20666,-89.45473,09/07/2018,10/09/2018,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,Fourteenmile Creek,Waushara,Central Wisconsin,WQ030
10,DNR_STORET,TEMPERATURE FIELD,16.4,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.06,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.29,SU,,,10/04/2018 12:13,10/04/2018 12:13,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,272.9,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,0 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,16.43,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.06,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.5,SU,,,10/04/2018 12:13,10/04/2018 12:13,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,272.9,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,1 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,16.41,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.04,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.62,SU,,,10/04/2018 12:13,10/04/2018 12:13,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,272.8,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,2 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,16.26,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.93,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.73,SU,,,10/04/2018 12:13,10/04/2018 12:13,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,272.8,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,3 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,16.08,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.69,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.78,SU,,,10/04/2018 12:13,10/04/2018 12:13,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,272.8,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,4 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,15.92,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.44,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.86,SU,,,10/04/2018 12:13,10/04/2018 12:13,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,273.6,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,5 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,15.9,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.22,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.92,SU,,,10/04/2018 12:13,10/04/2018 12:13,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,274.2,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,6 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,15.86,DEGREES C,,,10/04/2018 12:13,10/04/2018 12:13,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,7.16,MG/L,,,10/04/2018 12:13,10/04/2018 12:13,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,7.94,SU,,,10/04/2018 12:13,10/04/2018 12:13,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,274.4,UMHOS/CM,,,10/04/2018 12:13,10/04/2018 12:13,7 Meters,,,,,,,,,,,,703057,,,,,,,,0,0,43.98528,-89.55251,,,703057,Pleasant Lake - Deep Hole,106900,Pleasant Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.48,MG/L,,,10/04/2018 10:15,10/04/2018 10:15,1 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,5.8,SU,,,10/04/2018 10:15,10/04/2018 10:15,1 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,92.1,UMHOS/CM,,,10/04/2018 10:15,10/04/2018 10:15,1 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,13.04,DEGREES C,,,10/04/2018 10:15,10/04/2018 10:15,1.5 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.49,MG/L,,,10/04/2018 10:15,10/04/2018 10:15,1.5 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,5.87,SU,,,10/04/2018 10:15,10/04/2018 10:15,1.5 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
94,DNR_STORET,CONDUCTIVITY FIELD,92.2,UMHOS/CM,,,10/04/2018 10:15,10/04/2018 10:15,1.5 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
10,DNR_STORET,TEMPERATURE FIELD,13.01,DEGREES C,,,10/04/2018 10:15,10/04/2018 10:15,2 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
300,DNR_STORET,DISSOLVED OXYGEN FIELD,8.44,MG/L,,,10/04/2018 10:15,10/04/2018 10:15,2 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
400,DNR_STORET,PH FIELD,5.95,SU,,,10/04/2018 10:15,10/04/2018 10:15,2 Meters,,,,,,,,,,,,703032,,,,,,,,0,0,44.20666,-89.45473,,,703032,Long Lake (2009e17) Plainfield - Deep Hole,1000800,Long Lake,LAKE-DEEPEST SPOT,,NA,,
